Source;Target;Type;Id;Label;Weight
82.10;27.28;Directed;;;1
82.23;27.22;Directed;;;1
82.24;27.30;Directed;;;1
82.25;27.7;Directed;;;1
82.26;27.0;Directed;;;1
82.27;27.15;Directed;;;1
82.28;27.5;Directed;;;1
82.29;27.16;Directed;;;1
82.5;27.26;Directed;;;1
82.30;27.13;Directed;;;1
82.31;27.31;Directed;;;1
82.32;27.32;Directed;;;1
82.33;27.33;Directed;;;1
82.8;27.14;Directed;;;1
82.30;27.29;Directed;;;1
82.34;27.34;Directed;;;1
82.35;27.29;Directed;;;1
82.36;27.30;Directed;;;1
82.37;27.35;Directed;;;1
82.38;27.36;Directed;;;1
82.39;27.37;Directed;;;1
82.19;27.11;Directed;;;1
82.12;27.34;Directed;;;1
82.40;27.32;Directed;;;1
82.41;27.11;Directed;;;1
82.18;27.34;Directed;;;1
82.42;27.8;Directed;;;1
82.43;27.14;Directed;;;1
82.44;27.38;Directed;;;1
82.45;27.39;Directed;;;1
82.6;27.4;Directed;;;1
82.46;27.39;Directed;;;1
82.47;27.31;Directed;;;1
82.48;27.29;Directed;;;1
82.26;27.37;Directed;;;1
82.49;27.40;Directed;;;1
82.50;27.41;Directed;;;1
82.27;27.41;Directed;;;1
82.51;27.3;Directed;;;1
82.44;27.22;Directed;;;1
82.52;27.41;Directed;;;1
82.53;27.1;Directed;;;1
82.54;27.40;Directed;;;1
82.17;27.37;Directed;;;1
82.55;27.35;Directed;;;1
82.11;27.25;Directed;;;1
82.33;27.34;Directed;;;1
83.0;82.42;Directed;;;1
83.0;82.42;Directed;;;1
84.0;83.0;Directed;;;1
84.0;83.0;Directed;;;1
85.0;84.0;Directed;;;1
85.0;84.0;Directed;;;1
86.0;6.162;Directed;;;1
86.0;6.160;Directed;;;1
86.1;6.62;Directed;;;1
86.1;6.117;Directed;;;1
86.2;6.56;Directed;;;1
86.2;6.47;Directed;;;1
86.3;6.64;Directed;;;1
86.4;6.163;Directed;;;1
86.0;6.48;Directed;;;1
86.5;6.39;Directed;;;1
86.6;6.21;Directed;;;1
86.2;6.120;Directed;;;1
86.7;6.164;Directed;;;1
86.1;6.77;Directed;;;1
86.8;6.94;Directed;;;1
86.9;6.147;Directed;;;1
86.10;6.39;Directed;;;1
86.11;6.163;Directed;;;1
86.12;6.165;Directed;;;1
86.13;6.166;Directed;;;1
86.14;6.59;Directed;;;1
86.15;6.70;Directed;;;1
86.16;6.111;Directed;;;1
86.2;6.32;Directed;;;1
86.11;6.48;Directed;;;1
86.17;6.162;Directed;;;1
86.14;6.140;Directed;;;1
86.18;6.95;Directed;;;1
86.19;6.108;Directed;;;1
86.20;68.72;Directed;;;1
86.21;68.0;Directed;;;1
86.0;68.106;Directed;;;1
86.22;68.111;Directed;;;1
86.8;68.0;Directed;;;1
86.23;68.106;Directed;;;1
86.24;68.27;Directed;;;1
86.1;68.29;Directed;;;1
86.25;68.57;Directed;;;1
87.0;86.14;Directed;;;1
87.0;86.14;Directed;;;1
88.0;3.163;Directed;;;1
88.1;3.67;Directed;;;1
88.2;3.185;Directed;;;1
88.3;3.68;Directed;;;1
88.4;3.186;Directed;;;1
88.5;3.184;Directed;;;1
88.0;3.61;Directed;;;1
88.6;3.67;Directed;;;1
88.7;3.92;Directed;;;1
88.8;3.0;Directed;;;1
88.9;3.187;Directed;;;1
88.10;3.154;Directed;;;1
88.11;3.188;Directed;;;1
88.12;3.148;Directed;;;1
88.3;3.132;Directed;;;1
88.13;3.74;Directed;;;1
88.6;3.92;Directed;;;1
88.14;3.0;Directed;;;1
88.15;3.144;Directed;;;1
88.16;3.189;Directed;;;1
88.17;3.190;Directed;;;1
88.17;3.31;Directed;;;1
88.3;3.45;Directed;;;1
88.17;3.173;Directed;;;1
88.18;3.58;Directed;;;1
88.19;3.158;Directed;;;1
88.20;3.191;Directed;;;1
88.5;3.153;Directed;;;1
88.21;3.35;Directed;;;1
88.22;3.5;Directed;;;1
88.23;3.192;Directed;;;1
88.24;3.122;Directed;;;1
88.4;3.185;Directed;;;1
88.25;3.38;Directed;;;1
88.26;3.147;Directed;;;1
88.25;3.74;Directed;;;1
88.3;3.15;Directed;;;1
88.27;3.193;Directed;;;1
88.15;3.157;Directed;;;1
88.5;3.141;Directed;;;1
88.27;3.106;Directed;;;1
88.21;3.39;Directed;;;1
88.28;3.124;Directed;;;1
88.24;3.95;Directed;;;1
88.29;3.16;Directed;;;1
88.30;3.138;Directed;;;1
88.15;3.97;Directed;;;1
88.31;3.194;Directed;;;1
88.32;3.148;Directed;;;1
88.33;3.170;Directed;;;1
88.34;3.195;Directed;;;1
88.0;3.96;Directed;;;1
88.35;3.46;Directed;;;1
88.32;3.113;Directed;;;1
88.36;3.15;Directed;;;1
88.37;3.101;Directed;;;1
88.34;3.178;Directed;;;1
88.38;3.1;Directed;;;1
88.39;3.91;Directed;;;1
88.39;3.125;Directed;;;1
88.40;3.75;Directed;;;1
88.38;3.143;Directed;;;1
88.41;3.57;Directed;;;1
88.5;3.192;Directed;;;1
88.42;3.143;Directed;;;1
88.11;3.74;Directed;;;1
88.43;3.196;Directed;;;1
88.44;3.189;Directed;;;1
89.0;88.30;Directed;;;1
145.0;88.20;Directed;;;1
145.1;88.25;Directed;;;1
145.2;88.24;Directed;;;1
145.3;88.45;Directed;;;1
145.4;88.46;Directed;;;1
145.3;88.1;Directed;;;1
145.5;88.46;Directed;;;1
145.6;88.21;Directed;;;1
145.7;88.0;Directed;;;1
145.7;88.35;Directed;;;1
145.6;88.2;Directed;;;1
145.6;88.33;Directed;;;1
145.8;88.47;Directed;;;1
145.9;88.48;Directed;;;1
145.10;88.3;Directed;;;1
145.11;88.13;Directed;;;1
145.12;88.49;Directed;;;1
145.10;88.35;Directed;;;1
145.13;88.5;Directed;;;1
145.14;88.4;Directed;;;1
145.14;88.0;Directed;;;1
145.15;88.50;Directed;;;1
145.16;88.39;Directed;;;1
145.17;88.51;Directed;;;1
145.18;88.51;Directed;;;1
145.8;88.17;Directed;;;1
145.19;88.11;Directed;;;1
145.20;88.0;Directed;;;1
145.21;88.34;Directed;;;1
145.22;88.0;Directed;;;1
145.14;88.50;Directed;;;1
145.23;88.31;Directed;;;1
145.24;88.37;Directed;;;1
145.25;88.30;Directed;;;1
145.26;88.52;Directed;;;1
145.27;88.53;Directed;;;1
145.28;88.41;Directed;;;1
145.15;88.28;Directed;;;1
145.7;88.19;Directed;;;1
145.29;88.5;Directed;;;1
145.30;88.33;Directed;;;1
145.31;88.54;Directed;;;1
145.32;88.12;Directed;;;1
145.30;88.16;Directed;;;1
145.33;88.55;Directed;;;1
145.5;88.20;Directed;;;1
145.34;88.10;Directed;;;1
145.35;88.34;Directed;;;1
145.36;88.56;Directed;;;1
145.37;88.25;Directed;;;1
145.9;88.25;Directed;;;1
145.38;88.18;Directed;;;1
145.39;88.56;Directed;;;1
145.40;88.3;Directed;;;1
145.41;88.50;Directed;;;1
145.42;88.57;Directed;;;1
145.43;88.58;Directed;;;1
145.44;88.32;Directed;;;1
145.20;88.52;Directed;;;1
145.38;88.51;Directed;;;1
145.45;88.30;Directed;;;1
145.46;88.7;Directed;;;1
145.47;88.6;Directed;;;1
145.17;88.29;Directed;;;1
145.48;88.57;Directed;;;1
145.0;88.8;Directed;;;1
145.43;88.7;Directed;;;1
145.49;88.50;Directed;;;1
89.0;88.30;Directed;;;1
90.0;89.0;Directed;;;1
90.0;89.0;Directed;;;1
91.0;90.0;Directed;;;1
91.0;90.0;Directed;;;1
92.0;35.64;Directed;;;1
92.1;35.124;Directed;;;1
92.2;35.62;Directed;;;1
92.3;35.86;Directed;;;1
92.3;35.9;Directed;;;1
92.0;35.118;Directed;;;1
92.3;35.120;Directed;;;1
92.4;35.23;Directed;;;1
92.5;35.61;Directed;;;1
92.6;35.125;Directed;;;1
92.7;35.48;Directed;;;1
92.8;35.126;Directed;;;1
92.8;35.65;Directed;;;1
92.9;35.125;Directed;;;1
92.10;35.65;Directed;;;1
92.11;35.127;Directed;;;1
92.9;35.1;Directed;;;1
92.12;35.105;Directed;;;1
92.13;35.13;Directed;;;1
92.14;35.19;Directed;;;1
92.15;35.100;Directed;;;1
92.1;35.127;Directed;;;1
92.16;35.128;Directed;;;1
92.17;35.71;Directed;;;1
92.15;35.74;Directed;;;1
92.18;35.46;Directed;;;1
92.19;35.23;Directed;;;1
92.20;35.93;Directed;;;1
92.21;35.53;Directed;;;1
92.21;35.34;Directed;;;1
92.22;35.119;Directed;;;1
92.23;35.84;Directed;;;1
92.24;35.68;Directed;;;1
92.16;35.14;Directed;;;1
92.25;35.57;Directed;;;1
92.26;35.129;Directed;;;1
92.27;35.130;Directed;;;1
92.28;35.2;Directed;;;1
92.16;35.61;Directed;;;1
92.29;35.77;Directed;;;1
92.26;35.57;Directed;;;1
92.30;35.131;Directed;;;1
92.31;35.39;Directed;;;1
92.1;35.7;Directed;;;1
92.32;35.132;Directed;;;1
92.33;35.133;Directed;;;1
92.22;35.1;Directed;;;1
92.18;35.104;Directed;;;1
92.7;35.103;Directed;;;1
92.34;35.134;Directed;;;1
92.35;35.135;Directed;;;1
92.13;35.122;Directed;;;1
92.36;35.136;Directed;;;1
92.37;35.137;Directed;;;1
92.38;35.126;Directed;;;1
92.39;35.75;Directed;;;1
92.30;35.72;Directed;;;1
92.40;35.80;Directed;;;1
92.41;35.73;Directed;;;1
92.42;35.44;Directed;;;1
92.43;35.101;Directed;;;1
92.44;35.75;Directed;;;1
92.1;35.33;Directed;;;1
92.21;35.32;Directed;;;1
92.4;35.131;Directed;;;1
92.45;35.70;Directed;;;1
92.46;35.138;Directed;;;1
92.47;35.29;Directed;;;1
92.48;35.139;Directed;;;1
92.49;35.140;Directed;;;1
92.50;35.102;Directed;;;1
92.51;35.41;Directed;;;1
92.52;35.125;Directed;;;1
92.53;35.49;Directed;;;1
92.54;35.94;Directed;;;1
92.55;35.131;Directed;;;1
92.56;35.2;Directed;;;1
92.44;35.31;Directed;;;1
92.57;35.42;Directed;;;1
92.58;35.78;Directed;;;1
92.59;35.141;Directed;;;1
92.60;35.92;Directed;;;1
92.61;35.136;Directed;;;1
92.62;35.9;Directed;;;1
92.63;35.142;Directed;;;1
92.64;35.142;Directed;;;1
92.42;35.25;Directed;;;1
92.16;35.103;Directed;;;1
92.65;35.143;Directed;;;1
92.66;35.7;Directed;;;1
92.67;35.15;Directed;;;1
92.68;35.101;Directed;;;1
92.69;35.144;Directed;;;1
92.70;35.26;Directed;;;1
93.0;92.71;Directed;;;1
116.69;92.25;Directed;;;1
116.19;92.5;Directed;;;1
116.27;92.66;Directed;;;1
116.70;92.72;Directed;;;1
116.71;92.73;Directed;;;1
116.63;92.9;Directed;;;1
116.31;92.7;Directed;;;1
116.72;92.24;Directed;;;1
116.73;92.74;Directed;;;1
116.74;92.75;Directed;;;1
116.63;92.45;Directed;;;1
116.75;92.25;Directed;;;1
116.71;92.57;Directed;;;1
116.76;92.40;Directed;;;1
116.77;92.76;Directed;;;1
116.78;92.32;Directed;;;1
116.58;92.75;Directed;;;1
116.79;92.77;Directed;;;1
116.60;92.61;Directed;;;1
116.80;92.78;Directed;;;1
116.65;92.3;Directed;;;1
116.79;92.11;Directed;;;1
116.62;92.64;Directed;;;1
116.81;92.29;Directed;;;1
116.82;92.74;Directed;;;1
116.83;92.46;Directed;;;1
116.4;92.1;Directed;;;1
116.84;92.79;Directed;;;1
116.44;92.16;Directed;;;1
116.85;92.60;Directed;;;1
116.86;92.65;Directed;;;1
116.30;92.51;Directed;;;1
116.87;92.78;Directed;;;1
116.77;92.79;Directed;;;1
116.88;92.76;Directed;;;1
116.89;92.66;Directed;;;1
116.90;92.80;Directed;;;1
116.91;92.44;Directed;;;1
116.92;92.68;Directed;;;1
116.84;92.24;Directed;;;1
116.93;92.32;Directed;;;1
116.94;92.31;Directed;;;1
116.95;92.2;Directed;;;1
116.96;92.33;Directed;;;1
116.97;92.81;Directed;;;1
116.98;92.82;Directed;;;1
116.99;92.83;Directed;;;1
116.100;92.84;Directed;;;1
116.101;92.36;Directed;;;1
116.102;92.85;Directed;;;1
116.103;92.49;Directed;;;1
116.100;92.48;Directed;;;1
116.104;92.86;Directed;;;1
116.105;92.87;Directed;;;1
116.106;92.88;Directed;;;1
116.107;92.66;Directed;;;1
116.23;92.2;Directed;;;1
116.108;92.78;Directed;;;1
116.49;92.88;Directed;;;1
116.109;92.11;Directed;;;1
93.0;92.71;Directed;;;1
94.0;93.1;Directed;;;1
94.0;93.1;Directed;;;1
95.0;94.0;Directed;;;1
95.0;94.0;Directed;;;1
96.0;3.132;Directed;;;1
96.1;3.121;Directed;;;1
96.1;3.105;Directed;;;1
96.2;3.197;Directed;;;1
96.1;3.77;Directed;;;1
96.2;3.38;Directed;;;1
96.3;3.198;Directed;;;1
96.4;3.99;Directed;;;1
96.5;3.79;Directed;;;1
96.6;3.147;Directed;;;1
96.1;3.107;Directed;;;1
96.7;3.178;Directed;;;1
96.8;3.126;Directed;;;1
96.9;3.76;Directed;;;1
96.8;3.63;Directed;;;1
96.9;3.146;Directed;;;1
96.0;3.58;Directed;;;1
96.9;3.124;Directed;;;1
96.10;3.102;Directed;;;1
96.11;3.66;Directed;;;1
96.12;3.22;Directed;;;1
96.13;3.171;Directed;;;1
96.14;65.5;Directed;;;1
96.3;65.17;Directed;;;1
96.15;65.1;Directed;;;1
96.16;65.23;Directed;;;1
96.15;65.5;Directed;;;1
96.5;65.6;Directed;;;1
96.17;65.24;Directed;;;1
96.10;65.19;Directed;;;1
96.18;65.12;Directed;;;1
96.19;65.23;Directed;;;1
96.20;65.25;Directed;;;1
96.21;65.15;Directed;;;1
96.22;65.6;Directed;;;1
96.13;65.11;Directed;;;1
96.15;65.4;Directed;;;1
96.23;65.26;Directed;;;1
96.24;65.27;Directed;;;1
96.25;65.18;Directed;;;1
96.26;65.0;Directed;;;1
96.7;65.11;Directed;;;1
96.27;65.28;Directed;;;1
96.28;65.22;Directed;;;1
96.29;65.18;Directed;;;1
96.30;65.18;Directed;;;1
96.16;65.28;Directed;;;1
96.31;65.15;Directed;;;1
96.32;65.26;Directed;;;1
96.33;65.29;Directed;;;1
96.34;65.30;Directed;;;1
96.35;65.5;Directed;;;1
96.36;65.27;Directed;;;1
96.30;65.22;Directed;;;1
96.37;65.21;Directed;;;1
96.38;65.1;Directed;;;1
96.39;65.1;Directed;;;1
96.40;65.31;Directed;;;1
96.41;65.17;Directed;;;1
96.1;65.22;Directed;;;1
96.42;65.29;Directed;;;1
96.0;65.12;Directed;;;1
96.43;65.26;Directed;;;1
96.28;65.25;Directed;;;1
96.44;65.1;Directed;;;1
96.35;65.30;Directed;;;1
96.45;65.15;Directed;;;1
96.46;65.11;Directed;;;1
96.47;65.17;Directed;;;1
96.46;65.12;Directed;;;1
96.10;65.15;Directed;;;1
96.26;65.9;Directed;;;1
96.43;65.22;Directed;;;1
96.48;65.23;Directed;;;1
96.49;65.32;Directed;;;1
96.50;65.33;Directed;;;1
96.26;65.12;Directed;;;1
96.9;65.23;Directed;;;1
96.41;65.7;Directed;;;1
96.51;65.24;Directed;;;1
96.52;65.13;Directed;;;1
96.53;65.6;Directed;;;1
96.54;65.34;Directed;;;1
96.13;65.5;Directed;;;1
96.49;65.26;Directed;;;1
96.55;65.32;Directed;;;1
96.56;65.34;Directed;;;1
96.57;65.35;Directed;;;1
96.58;65.35;Directed;;;1
96.59;65.36;Directed;;;1
96.60;65.15;Directed;;;1
96.27;65.29;Directed;;;1
96.61;65.19;Directed;;;1
96.62;65.37;Directed;;;1
96.63;65.37;Directed;;;1
96.64;65.28;Directed;;;1
96.65;65.14;Directed;;;1
96.66;65.18;Directed;;;1
96.67;65.7;Directed;;;1
96.19;65.34;Directed;;;1
96.68;65.7;Directed;;;1
96.69;65.37;Directed;;;1
96.70;65.21;Directed;;;1
96.71;65.38;Directed;;;1
96.72;65.24;Directed;;;1
96.73;65.32;Directed;;;1
96.74;65.39;Directed;;;1
96.75;65.40;Directed;;;1
96.76;65.34;Directed;;;1
96.77;65.41;Directed;;;1
96.78;65.15;Directed;;;1
96.39;75.29;Directed;;;1
96.70;75.95;Directed;;;1
96.79;75.87;Directed;;;1
96.80;75.104;Directed;;;1
96.81;75.112;Directed;;;1
96.82;75.113;Directed;;;1
96.83;75.114;Directed;;;1
96.84;75.39;Directed;;;1
96.85;75.97;Directed;;;1
96.86;75.63;Directed;;;1
96.87;75.115;Directed;;;1
96.88;75.39;Directed;;;1
96.20;75.53;Directed;;;1
96.89;75.28;Directed;;;1
96.90;75.14;Directed;;;1
96.91;75.7;Directed;;;1
96.92;75.21;Directed;;;1
96.80;75.99;Directed;;;1
96.93;75.28;Directed;;;1
96.94;75.115;Directed;;;1
96.95;75.57;Directed;;;1
96.96;75.0;Directed;;;1
96.36;75.40;Directed;;;1
96.97;75.67;Directed;;;1
96.13;75.93;Directed;;;1
96.98;75.80;Directed;;;1
96.99;75.82;Directed;;;1
96.36;75.67;Directed;;;1
96.100;75.60;Directed;;;1
96.101;75.116;Directed;;;1
96.102;75.89;Directed;;;1
96.32;75.99;Directed;;;1
96.103;75.68;Directed;;;1
96.104;75.117;Directed;;;1
96.105;75.87;Directed;;;1
96.24;75.116;Directed;;;1
96.106;75.118;Directed;;;1
96.21;75.83;Directed;;;1
96.107;75.92;Directed;;;1
96.108;75.118;Directed;;;1
96.109;75.119;Directed;;;1
96.110;75.75;Directed;;;1
96.111;75.92;Directed;;;1
96.112;75.120;Directed;;;1
96.113;75.13;Directed;;;1
96.16;75.81;Directed;;;1
96.114;75.93;Directed;;;1
96.115;75.88;Directed;;;1
96.116;75.121;Directed;;;1
96.117;75.57;Directed;;;1
96.118;75.122;Directed;;;1
96.119;75.11;Directed;;;1
96.5;75.5;Directed;;;1
96.65;75.101;Directed;;;1
96.120;75.105;Directed;;;1
96.72;75.101;Directed;;;1
96.121;75.123;Directed;;;1
96.122;75.21;Directed;;;1
96.123;75.124;Directed;;;1
96.124;75.67;Directed;;;1
96.62;75.82;Directed;;;1
96.125;75.75;Directed;;;1
96.29;75.77;Directed;;;1
96.126;75.125;Directed;;;1
96.127;75.21;Directed;;;1
96.128;75.105;Directed;;;1
96.129;75.40;Directed;;;1
96.130;75.126;Directed;;;1
96.45;75.116;Directed;;;1
96.51;75.91;Directed;;;1
107.0;96.131;Directed;;;1
107.1;96.73;Directed;;;1
107.2;96.63;Directed;;;1
107.3;96.132;Directed;;;1
107.3;96.91;Directed;;;1
107.4;96.6;Directed;;;1
107.0;96.70;Directed;;;1
107.5;96.95;Directed;;;1
107.0;96.129;Directed;;;1
107.6;96.96;Directed;;;1
107.7;96.34;Directed;;;1
107.8;96.0;Directed;;;1
107.9;96.74;Directed;;;1
107.10;96.17;Directed;;;1
107.11;96.133;Directed;;;1
107.12;96.8;Directed;;;1
107.13;96.123;Directed;;;1
107.14;96.51;Directed;;;1
107.5;96.29;Directed;;;1
107.15;96.84;Directed;;;1
107.11;96.99;Directed;;;1
107.16;96.32;Directed;;;1
121.0;96.17;Directed;;;1
121.1;96.134;Directed;;;1
121.2;96.16;Directed;;;1
121.0;96.81;Directed;;;1
121.3;96.133;Directed;;;1
121.4;96.85;Directed;;;1
121.5;96.68;Directed;;;1
121.6;96.112;Directed;;;1
121.3;96.5;Directed;;;1
121.7;96.42;Directed;;;1
121.8;96.27;Directed;;;1
121.9;96.70;Directed;;;1
121.1;96.37;Directed;;;1
121.2;96.45;Directed;;;1
121.10;96.135;Directed;;;1
121.4;96.27;Directed;;;1
121.2;96.63;Directed;;;1
121.11;96.127;Directed;;;1
121.8;96.12;Directed;;;1
121.10;96.113;Directed;;;1
121.12;96.71;Directed;;;1
121.13;96.102;Directed;;;1
121.14;96.136;Directed;;;1
121.15;96.137;Directed;;;1
121.16;96.138;Directed;;;1
121.16;96.57;Directed;;;1
121.17;96.139;Directed;;;1
121.6;96.103;Directed;;;1
121.18;96.47;Directed;;;1
121.6;96.136;Directed;;;1
121.19;96.24;Directed;;;1
121.20;96.78;Directed;;;1
121.21;96.21;Directed;;;1
121.10;96.37;Directed;;;1
121.22;96.39;Directed;;;1
121.2;96.40;Directed;;;1
121.23;96.140;Directed;;;1
121.24;96.141;Directed;;;1
121.25;96.75;Directed;;;1
121.20;96.16;Directed;;;1
121.12;96.100;Directed;;;1
121.17;96.85;Directed;;;1
121.26;96.67;Directed;;;1
121.27;96.136;Directed;;;1
121.5;96.24;Directed;;;1
121.28;96.142;Directed;;;1
121.16;96.8;Directed;;;1
121.29;96.143;Directed;;;1
121.3;96.6;Directed;;;1
121.30;96.144;Directed;;;1
133.13;96.51;Directed;;;1
133.19;96.141;Directed;;;1
133.20;96.145;Directed;;;1
133.2;96.141;Directed;;;1
133.21;96.8;Directed;;;1
133.19;96.97;Directed;;;1
133.22;96.27;Directed;;;1
133.22;96.74;Directed;;;1
133.23;96.31;Directed;;;1
133.24;96.19;Directed;;;1
133.12;96.82;Directed;;;1
133.25;96.146;Directed;;;1
133.19;96.140;Directed;;;1
133.14;96.106;Directed;;;1
133.7;96.54;Directed;;;1
133.15;96.26;Directed;;;1
133.20;96.117;Directed;;;1
133.26;96.1;Directed;;;1
133.16;96.62;Directed;;;1
133.27;96.70;Directed;;;1
133.28;96.67;Directed;;;1
133.29;96.49;Directed;;;1
133.30;96.115;Directed;;;1
133.12;96.54;Directed;;;1
133.31;96.66;Directed;;;1
133.32;96.114;Directed;;;1
133.32;96.6;Directed;;;1
133.24;96.2;Directed;;;1
133.33;96.38;Directed;;;1
133.34;96.35;Directed;;;1
133.35;96.147;Directed;;;1
133.36;96.90;Directed;;;1
133.29;96.37;Directed;;;1
133.37;96.123;Directed;;;1
133.10;96.50;Directed;;;1
133.21;96.132;Directed;;;1
133.8;96.24;Directed;;;1
133.38;96.116;Directed;;;1
133.39;96.71;Directed;;;1
133.40;96.148;Directed;;;1
133.41;96.149;Directed;;;1
133.42;96.46;Directed;;;1
133.43;96.129;Directed;;;1
133.44;96.22;Directed;;;1
133.45;96.150;Directed;;;1
133.46;96.151;Directed;;;1
133.41;96.107;Directed;;;1
133.47;96.152;Directed;;;1
133.48;96.140;Directed;;;1
133.49;96.91;Directed;;;1
133.50;96.71;Directed;;;1
133.51;96.153;Directed;;;1
133.38;96.15;Directed;;;1
133.9;96.8;Directed;;;1
134.0;96.125;Directed;;;1
134.1;96.65;Directed;;;1
134.2;96.154;Directed;;;1
134.3;96.152;Directed;;;1
134.0;96.18;Directed;;;1
134.4;96.116;Directed;;;1
134.5;96.155;Directed;;;1
134.6;96.151;Directed;;;1
134.7;96.79;Directed;;;1
134.8;96.89;Directed;;;1
97.0;57.25;Directed;;;1
97.1;57.32;Directed;;;1
97.2;57.33;Directed;;;1
97.0;57.15;Directed;;;1
97.2;57.14;Directed;;;1
97.3;57.7;Directed;;;1
97.4;57.29;Directed;;;1
97.3;57.25;Directed;;;1
97.5;57.34;Directed;;;1
97.6;57.1;Directed;;;1
97.7;57.11;Directed;;;1
97.8;57.29;Directed;;;1
97.9;57.24;Directed;;;1
97.10;57.5;Directed;;;1
97.11;57.15;Directed;;;1
97.12;57.16;Directed;;;1
97.13;57.18;Directed;;;1
97.14;57.8;Directed;;;1
97.15;57.13;Directed;;;1
97.6;57.16;Directed;;;1
97.11;57.27;Directed;;;1
97.16;57.17;Directed;;;1
97.17;57.30;Directed;;;1
97.18;57.35;Directed;;;1
97.19;57.10;Directed;;;1
97.20;57.24;Directed;;;1
97.21;57.36;Directed;;;1
97.22;57.33;Directed;;;1
97.23;57.4;Directed;;;1
97.23;57.25;Directed;;;1
97.24;57.28;Directed;;;1
97.22;57.26;Directed;;;1
97.25;57.21;Directed;;;1
97.26;57.4;Directed;;;1
97.27;57.10;Directed;;;1
97.28;57.23;Directed;;;1
97.29;57.20;Directed;;;1
97.30;57.24;Directed;;;1
97.31;57.23;Directed;;;1
97.7;57.15;Directed;;;1
97.32;57.3;Directed;;;1
97.33;57.37;Directed;;;1
97.34;57.38;Directed;;;1
97.35;57.21;Directed;;;1
97.36;57.4;Directed;;;1
97.37;57.26;Directed;;;1
97.27;57.8;Directed;;;1
97.38;57.6;Directed;;;1
97.39;57.1;Directed;;;1
97.25;57.18;Directed;;;1
97.19;57.3;Directed;;;1
97.40;57.20;Directed;;;1
97.41;57.27;Directed;;;1
97.33;57.18;Directed;;;1
97.42;57.34;Directed;;;1
97.13;57.33;Directed;;;1
97.34;57.34;Directed;;;1
97.43;57.1;Directed;;;1
97.44;57.39;Directed;;;1
97.45;57.12;Directed;;;1
97.46;57.31;Directed;;;1
97.8;57.35;Directed;;;1
97.47;57.0;Directed;;;1
97.48;57.6;Directed;;;1
97.49;57.40;Directed;;;1
97.50;57.21;Directed;;;1
97.51;57.18;Directed;;;1
97.45;57.21;Directed;;;1
97.36;57.38;Directed;;;1
97.52;57.39;Directed;;;1
97.23;57.18;Directed;;;1
97.53;57.9;Directed;;;1
97.54;57.41;Directed;;;1
97.27;57.1;Directed;;;1
97.55;57.11;Directed;;;1
97.56;57.35;Directed;;;1
97.57;57.17;Directed;;;1
97.12;57.37;Directed;;;1
97.58;57.37;Directed;;;1
97.59;57.42;Directed;;;1
97.60;57.2;Directed;;;1
97.61;57.35;Directed;;;1
97.15;57.17;Directed;;;1
97.62;57.42;Directed;;;1
97.63;57.38;Directed;;;1
97.64;57.42;Directed;;;1
97.65;57.43;Directed;;;1
97.66;57.23;Directed;;;1
97.67;57.4;Directed;;;1
97.56;57.38;Directed;;;1
97.68;57.6;Directed;;;1
132.0;97.11;Directed;;;1
132.1;97.48;Directed;;;1
132.2;97.69;Directed;;;1
132.3;97.58;Directed;;;1
132.3;97.66;Directed;;;1
132.4;97.4;Directed;;;1
132.5;97.18;Directed;;;1
132.6;97.7;Directed;;;1
132.6;97.34;Directed;;;1
132.5;97.46;Directed;;;1
132.7;97.68;Directed;;;1
132.1;97.37;Directed;;;1
132.8;97.70;Directed;;;1
132.9;97.25;Directed;;;1
132.8;97.21;Directed;;;1
132.10;97.71;Directed;;;1
132.6;97.0;Directed;;;1
132.11;97.53;Directed;;;1
132.12;97.72;Directed;;;1
132.13;97.23;Directed;;;1
132.14;97.33;Directed;;;1
132.15;97.60;Directed;;;1
132.16;97.73;Directed;;;1
132.17;97.36;Directed;;;1
132.18;97.74;Directed;;;1
132.19;97.22;Directed;;;1
132.15;97.23;Directed;;;1
132.20;97.37;Directed;;;1
132.5;97.61;Directed;;;1
132.21;97.67;Directed;;;1
132.22;97.57;Directed;;;1
132.23;97.75;Directed;;;1
132.12;97.18;Directed;;;1
132.24;97.76;Directed;;;1
132.25;97.36;Directed;;;1
132.23;97.55;Directed;;;1
132.26;97.40;Directed;;;1
132.25;97.10;Directed;;;1
132.13;97.41;Directed;;;1
132.27;97.66;Directed;;;1
132.27;97.48;Directed;;;1
132.18;97.21;Directed;;;1
132.28;97.44;Directed;;;1
132.29;97.50;Directed;;;1
132.21;97.5;Directed;;;1
132.30;97.18;Directed;;;1
132.31;97.77;Directed;;;1
132.30;97.41;Directed;;;1
132.32;97.66;Directed;;;1
132.33;97.78;Directed;;;1
132.19;97.36;Directed;;;1
132.34;97.79;Directed;;;1
132.6;97.30;Directed;;;1
132.35;97.80;Directed;;;1
132.36;97.7;Directed;;;1
132.37;97.59;Directed;;;1
132.8;97.54;Directed;;;1
132.38;97.34;Directed;;;1
132.36;97.20;Directed;;;1
132.9;97.21;Directed;;;1
132.17;97.65;Directed;;;1
132.3;97.55;Directed;;;1
132.18;97.49;Directed;;;1
132.39;97.81;Directed;;;1
132.35;97.32;Directed;;;1
132.40;97.82;Directed;;;1
132.41;97.83;Directed;;;1
132.36;97.69;Directed;;;1
132.42;97.10;Directed;;;1
132.21;97.28;Directed;;;1
